id,category,index,text
6000012,6,1012,"ヒシアマゾン"
6000013,6,1013,"メジロマックイーン"
6000014,6,1014,"エルコンドルパサー"
6000015,6,1015,"テイエムオペラオー"
6000016,6,1016,"ナリタブライアン"
6000017,6,1017,"シンボリルドルフ"
6000018,6,1018,"エアグルーヴ"
6000019,6,1019,"アグネスデジタル"
6000020,6,1020,"セイウンスカイ"
6000021,6,1021,"タマモクロス"
6000022,6,1022,"ファインモーション"
6000023,6,1023,"ビワハヤヒデ"
6000024,6,1024,"マヤノトップガン"
6000025,6,1025,"マンハッタンカフェ"
6000026,6,1026,"ミホノブルボン"
6000027,6,1027,"メジロライアン"
6000028,6,1028,"ヒシアケボノ"
6000029,6,1029,"ユキノビジン"
6000030,6,1030,"ライスシャワー"
6000031,6,1031,"アイネスフウジン"
6000032,6,1032,"アグネスタキオン"
6000033,6,1033,"アドマイヤベガ"
6000034,6,1034,"イナリワン"
6000035,6,1035,"ウイニングチケット"
6000036,6,1036,"エアシャカール"
6000037,6,1037,"エイシンフラッシュ"
6000038,6,1038,"カレンチャン"
6000039,6,1039,"カワカミプリンセス"
6000040,6,1040,"ゴールドシチー"
6000041,6,1041,"サクラバクシンオー"
6000042,6,1042,"シーキングザパール"
6000043,6,1043,"シンコウウインディ"
6000044,6,1044,"スイープトウショウ"
6000045,6,1045,"スーパークリーク"
6000046,6,1046,"スマートファルコン"
6000047,6,1047,"ゼンノロブロイ"
6000048,6,1048,"トーセンジョーダン"
6000049,6,1049,"ナカヤマフェスタ"
6000050,6,1050,"ナリタタイシン"
6000051,6,1051,"ニシノフラワー"
6000052,6,1052,"ハルウララ"
6000053,6,1053,"バンブーメモリー"
6000054,6,1054,"ビコーペガサス"
6000055,6,1055,"マーベラスサンデー"
6000056,6,1056,"マチカネフクキタル"
6000057,6,1057,"ミスターシービー"
6000058,6,1058,"メイショウドトウ"
6000059,6,1059,"メジロドーベル"
6000060,6,1060,"ナイスネイチャ"
6000061,6,1061,"キングヘイロー"
6000062,6,2001,"ハッピーミーク"
6000063,6,9001,"駿川たづな"
6000064,6,9002,"秋川理事長"
6000065,6,9003,"乙名史記者"
6000066,6,9004,"桐生院トレーナー"
6000067,6,9005,"安心沢刺々美"
7000001,7,1001,"和氣あず未"
7000002,7,1002,"高野麻里佳"
7000003,7,1003,Machico
7000004,7,1004,Lynn
7000005,7,1005,"松井恵理子"
7000006,7,1006,"高柳知葉"
7000007,7,1007,"上田瞳"
7000008,7,1008,"大橋彩香"
7000009,7,1009,"木村千咲"
7000010,7,1010,"大坪由佳"
7000011,7,1011,"前田玲奈"
7000012,7,1012,"巽悠衣子"
7000013,7,1013,"大西沙織"
7000014,7,1014,"髙橋ミナミ"
7000015,7,1015,"徳井青空"
7000016,7,1016,"相坂優歌"
7000017,7,1017,"田所あずさ"
7000018,7,1018,"青木瑠璃子"
7000019,7,1019,"鈴木みのり"
7000020,7,1020,"鬼頭明里"
7000021,7,1021,"大空直美"
7000022,7,1022,"橋本ちなみ"
7000023,7,1023,"近藤唯"
7000024,7,1024,"星谷美緒"
7000025,7,1025,"小倉唯"
7000026,7,1026,"長谷川育美"
7000027,7,1027,"土師亜文"
7000028,7,1028,"松嵜麗"
7000029,7,1029,"山本希望"
7000030,7,1030,"石見舞菜香"
7000031,7,1031,"嶺内ともみ"
7000032,7,1032,"上坂すみれ"
7000033,7,1033,"咲々木瞳"
7000034,7,1034,"井上遥乃"
7000035,7,1035,"渡部優衣"
7000036,7,1036,"津田美波"
7000037,7,1037,"藤野彩水"
7000038,7,1038,"篠原侑"
7000039,7,1039,"高橋花林"
7000040,7,1040,"香坂さき"
7000041,7,1041,"三澤紗千香"
7000042,7,1042,"福原綾香"
7000043,7,1043,"高田憂希"
7000044,7,1044,"杉浦しおり"
7000045,7,1045,"優木かな"
7000046,7,1046,"大和田仁美"
7000047,7,1047,"照井春佳"
7000048,7,1048,"鈴木絵理"
7000049,7,1049,"下地紫野"
7000050,7,1050,"渡部恵子"
7000051,7,1051,"河井晴菜"
7000052,7,1052,"首藤志奈"
7000053,7,1053,"藍原ことみ"
7000054,7,1054,"田中あいみ"
7000055,7,1055,"三宅麻理恵"
7000056,7,1056,"新田ひより"
7000057,7,1057,"天海由梨奈"
7000058,7,1058,"和多田美咲"
7000059,7,1059,"久保田ひかり"
7000060,7,1060,"前田佳織里"
7000061,7,1061,"佐伯伊織"
7000062,7,2001,"吉咲みゆ"
7000063,7,9001,"藤井ゆきよ"
7000064,7,9002,"水橋かおり"
7000065,7,9003,"陶山恵実里"
7000066,7,9004,"岡咲美保"
7000067,7,9005,"井上喜久子"
170000001,170,1001,"スペシャルウィーク"
170000002,170,1002,"サイレンススズカ"
170000003,170,1003,"トウカイテイオー"
170000004,170,1004,"マルゼンスキー"
170000005,170,1005,"フジキセキ"
170000006,170,1006,"オグリキャップ"
170000007,170,1007,"ゴールドシップ"
170000008,170,1008,"ウオッカ"
170000009,170,1009,"ダイワスカーレット"
170000010,170,1010,"タイキシャトル"
170000011,170,1011,"グラスワンダー"
170000012,170,1012,"ヒシアマゾン"
170000013,170,1013,"メジロマックイーン"
170000014,170,1014,"エルコンドルパサー"
170000015,170,1015,"テイエムオペラオー"
170000016,170,1016,"ナリタブライアン"
170000017,170,1017,"シンボリルドルフ"
170000018,170,1018,"エアグルーヴ"
170000019,170,1019,"アグネスデジタル"
170000020,170,1020,"セイウンスカイ"
170000021,170,1021,"タマモクロス"
170000022,170,1022,"ファインモーション"
170000023,170,1023,"ビワハヤヒデ"
170000024,170,1024,"マヤノトップガン"
170000025,170,1025,"マンハッタンカフェ"
170000026,170,1026,"ミホノブルボン"
170000027,170,1027,"メジロライアン"
170000028,170,1028,"ヒシアケボノ"
170000029,170,1029,"ユキノビジン"
170000030,170,1030,"ライスシャワー"
170000031,170,1031,"アイネスフウジン"
170000032,170,1032,"アグネスタキオン"
170000033,170,1033,"アドマイヤベガ"
170000034,170,1034,"イナリワン"
170000035,170,1035,"ウイニングチケット"
170000036,170,1036,"エアシャカール"
170000037,170,1037,"エイシンフラッシュ"
170000038,170,1038,"カレンチャン"
170000039,170,1039,"カワカミプリンセス"
170000040,170,1040,"ゴールドシチー"
170000041,170,1041,"サクラバクシンオー"
170000042,170,1042,"シーキングザパール"
170000043,170,1043,"シンコウウインディ"
170000044,170,1044,"スイープトウショウ"
170000045,170,1045,"スーパークリーク"
170000046,170,1046,"スマートファルコン"
170000047,170,1047,"ゼンノロブロイ"
170000048,170,1048,"トーセンジョーダン"
170000049,170,1049,"ナカヤマフェスタ"
170000050,170,1050,"ナリタタイシン"
170000051,170,1051,"ニシノフラワー"
170000052,170,1052,"ハルウララ"
170000053,170,1053,"バンブーメモリー"
170000054,170,1054,"ビコーペガサス"
170000055,170,1055,"マーベラスサンデー"
170000056,170,1056,"マチカネフクキタル"
170000057,170,1057,"ミスターシービー"
170000058,170,1058,"メイショウドトウ"
170000059,170,1059,"メジロドーベル"
170000060,170,1060,"ナイスネイチャ"
170000061,170,1061,"キングヘイロー"
170000062,170,2001,"ハッピーミーク"
170000063,170,9001,"駿川たづな"
170000064,170,9002,"秋川やよい"
170000065,170,9003,"乙名史悦子"
170000066,170,9004,"桐生院葵"
170000067,170,9005,"安心沢刺々美"
182000001,182,1001,"スペシャルウィーク"
182000002,182,1002,"サイレンススズカ"
182000003,182,1003,"トウカイテイオー"
182000004,182,1004,"マルゼンスキー"
182000005,182,1005,"フジキセキ"
182000006,182,1006,"オグリキャップ"
182000007,182,1007,"ゴールドシップ"
182000008,182,1008,"ウオッカ"
182000009,182,1009,"ダイワスカーレット"
182000010,182,1010,"タイキシャトル"
182000011,182,1011,"グラスワンダー"
182000012,182,1012,"ヒシアマゾン"
182000013,182,1013,"メジロマックイーン"
182000014,182,1014,"エルコンドルパサー"
182000015,182,1015,"テイエムオペラオー"
182000016,182,1016,"ナリタブライアン"
182000017,182,1017,"シンボリルドルフ"
182000018,182,1018,"エアグルーヴ"
182000019,182,1019,"アグネスデジタル"
182000020,182,1020,"セイウンスカイ"
182000021,182,1021,"タマモクロス"
182000022,182,1022,"ファインモーション"
182000023,182,1023,"ビワハヤヒデ"
182000024,182,1024,"マヤノトップガン"
182000025,182,1025,"マンハッタンカフェ"
182000026,182,1026,"ミホノブルボン"
182000027,182,1027,"メジロライアン"
182000028,182,1028,"ヒシアケボノ"
182000029,182,1029,"ユキノビジン"
182000030,182,1030,"ライスシャワー"
182000031,182,1031,"アイネスフウジン"
182000032,182,1032,"アグネスタキオン"
182000033,182,1033,"アドマイヤベガ"
182000034,182,1034,"イナリワン"
182000035,182,1035,"ウイニングチケット"
182000036,182,1036,"エアシャカール"
182000037,182,1037,"エイシンフラッシュ"
182000038,182,1038,"カレンチャン"
182000039,182,1039,"カワカミプリンセス"
182000040,182,1040,"ゴールドシチー"
182000041,182,1041,"サクラバクシンオー"
182000042,182,1042,"シーキングザパール"
182000043,182,1043,"シンコウウインディ"
182000044,182,1044,"スイープトウショウ"
182000045,182,1045,"スーパークリーク"
182000046,182,1046,"スマートファルコン"
182000047,182,1047,"ゼンノロブロイ"
182000048,182,1048,"トーセンジョーダン"
182000049,182,1049,"ナカヤマフェスタ"
182000050,182,1050,"ナリタタイシン"
182000051,182,1051,"ニシノフラワー"
182000052,182,1052,"ハルウララ"
182000053,182,1053,"バンブーメモリー"
182000054,182,1054,"ビコーペガサス"
182000055,182,1055,"マーベラスサンデー"
182000056,182,1056,"マチカネフクキタル"
182000057,182,1057,"ミスターシービー"
182000058,182,1058,"メイショウドトウ"
182000059,182,1059,"メジロドーベル"
182000060,182,1060,"ナイスネイチャ"
182000061,182,1061,"キングヘイロー"
182000062,182,2001,"ハッピーミーク"
182000063,182,9001,"ハヤカワタヅナ"
182000064,182,9002,"アキカワヤヨイ"
182000065,182,9003,"オトナシエツコ"
182000066,182,9004,"キリュウインアオイ"
182000067,182,9005,"アンシンザワササミ"
14000001,14,1,"体操服"
14000002,14,2,"スクールウェア（夏）"
14000003,14,3,"ジャージ（夏）"
14000004,14,4,"スクール水着"
14000005,14,5,"スクールウェア（冬）"
14000006,14,6,"ジャージ（冬）"
14000007,14,7,"バックダンサー衣装"
14000008,14,8,"NPC勝負服1"
14000009,14,9,"特殊衣装1"
14000010,14,11,"NPC勝負服2"
14000011,14,12,"NPC勝負服3"
14000012,14,101,"スターティングフューチャー"
14000013,14,100101,"勝負服(スペシャルウィーク)"
14000014,14,100201,"勝負服(サイレンススズカ)"
14000015,14,100301,"勝負服(トウカイテイオー)"
14000016,14,100401,"勝負服(マルゼンスキー)"
14000017,14,100601,"勝負服（オグリキャップ）"
14000018,14,100701,"勝負服（ゴールドシップ）"
14000019,14,100801,"勝負服（ウオッカ）"
14000020,14,100901,"勝負服（ダイワスカーレット）"
14000021,14,101001,"勝負服（タイキシャトル）"
14000022,14,101101,"勝負服（グラスワンダー）"
14000023,14,101201,"勝負服（ヒシアマゾン）"
14000024,14,101301,"勝負服（メジロマックイーン）"
14000025,14,101401,"勝負服（エルコンドルパサー）"
14000026,14,101501,"勝負服（テイエムオペラオー）"
14000027,14,101601,"勝負服（ナリタブライアン）"
14000028,14,101701,"勝負服（シンボリルドルフ）"
14000029,14,101801,"勝負服（エアグルーヴ）"
14000030,14,102001,"勝負服（セイウンスカイ）"
14000031,14,102101,"勝負服（タマモクロス）"
14000032,14,102301,"勝負服（ビワハヤヒデ）"
14000033,14,102401,"勝負服（マヤノトップガン）"
14000034,14,102501,"勝負服(マンハッタンカフェ)"
14000035,14,102601,"勝負服（ミホノブルボン）"
14000036,14,102701,"勝負服（メジロライアン）"
14000037,14,103001,"勝負服（ライスシャワー）"
14000038,14,103101,"勝負服（アイネスフウジン）"
14000039,14,103201,"勝負服（アグネスタキオン）"
14000040,14,103501,"勝負服（ウイニングチケット）"
14000041,14,103701,"勝負服（エイシンフラッシュ）"
14000042,14,104001,"勝負服（ゴールドシチー）"
14000043,14,104101,"勝負服（サクラバクシンオー）"
14000044,14,104501,"勝負服（スーパークリーク）"
14000045,14,104801,"勝負服（トーセンジョーダン）"
14000046,14,105001,"勝負服（ナリタタイシン）"
14000047,14,105101,"勝負服（ニシノフラワー）"
14000048,14,105201,"勝負服（ハルウララ）"
14000049,14,105601,"勝負服（マチカネフクキタル）"
14000050,14,106001,"勝負服（ナイスネイチャ）"
14000051,14,106101,"勝負服（キングヘイロー）"
14000052,14,200101,"勝負服(ハッピーミーク)"
14000053,14,900101,"専用衣装(駿川たづな)"
14000054,14,900201,"専用衣装(秋川理事長)"
14000055,14,900301,"専用衣装(乙名史記者)"
14000056,14,900401,"専用衣装(桐生院トレーナー)"
14000057,14,900501,"専用衣装(安心沢刺々美)"
14000058,14,901001,"私服（スペシャルウィーク）"
14000059,14,901002,"私服（サイレンススズカ）"
14000060,14,901003,"私服（トウカイテイオー）"
14000061,14,901004,"私服（マルゼンスキー）"
14000062,14,901006,"私服（オグリキャップ）"
14000063,14,901007,"私服（ゴールドシップ）"
14000064,14,901008,"私服（ウオッカ）"
14000065,14,901009,"私服（ダイワスカーレット）"
14000066,14,901010,"私服（タイキシャトル）"
14000067,14,901011,"私服（グラスワンダー）"
14000068,14,901012,"私服（ヒシアマゾン）"
14000069,14,901013,"私服（メジロマックイーン）"
14000070,14,901014,"私服（エルコンドルパサー）"
14000071,14,901017,"私服（シンボリルドルフ）"
14000072,14,901018,"私服（エアグルーヴ）"
14000073,14,901020,"私服（セイウンスカイ）"
14000074,14,901024,"私服（マヤノトップガン）"
14000075,14,901027,"私服（メジロライアン）"
14000076,14,901030,"私服（ライスシャワー）"
14000077,14,901032,"私服（アグネスタキオン）"
14000078,14,901035,"私服（ウイニングチケット）"
14000079,14,901041,"私服（サクラバクシンオー）"
14000080,14,901045,"私服（スーパークリーク）"
14000081,14,901052,"私服（ハルウララ）"
14000082,14,901056,"私服（マチカネフクキタル）"
14000083,14,901060,"私服（ナイスネイチャ）"
14000084,14,901061,"私服（キングヘイロー）"
2000001,2,101,"メンテナンス中"
2000002,2,201,"セッションエラー"
2000003,2,204,"アプリバージョン更新"
2000004,2,207,"エラー"
2000005,2,214,"データ更新"
2000006,2,303,"購入エラー"
2000007,2,304,"購入エラー"
2000008,2,306,"購入エラー"
2000009,2,308,"購入エラー"
2000010,2,309,"エラー"
2000011,2,310,"エラー"
2000012,2,311,"購入エラー"
2000013,2,312,"購入エラー"
2000014,2,329,"購入アラート"
2000015,2,901,"機能メンテナンス"
2000016,2,902,"機能メンテナンス"
2000017,2,903,"機能メンテナンス"
2000018,2,904,"機能メンテナンス"
2000019,2,905,"機能メンテナンス"
2000020,2,906,"機能メンテナンス"
2000021,2,907,"機能メンテナンス"
2000022,2,908,"機能メンテナンス"
2000023,2,909,"機能メンテナンス"
2000024,2,910,"機能メンテナンス"
2000025,2,911,"機能メンテナンス"
2000026,2,912,"機能メンテナンス"
2000027,2,913,"機能メンテナンス"
2000028,2,914,"機能メンテナンス"
2000029,2,915,"機能メンテナンス"
2000030,2,916,"機能メンテナンス"
2000031,2,917,"機能メンテナンス"
2000032,2,918,"機能メンテナンス"
2000033,2,919,"機能メンテナンス"
2000034,2,920,"機能メンテナンス"
2000035,2,921,"機能メンテナンス"
2000036,2,922,"機能メンテナンス"
2000037,2,923,"機能メンテナンス"
2000038,2,924,"機能メンテナンス"
2000039,2,925,"機能メンテナンス"
2000040,2,926,"機能メンテナンス"
2000041,2,927,"機能メンテナンス"
2000042,2,928,"機能メンテナンス"
2000043,2,929,"機能メンテナンス"
2000044,2,930,"機能メンテナンス"
2000045,2,931,"機能メンテナンス"
2000046,2,932,"機能メンテナンス"
2000047,2,1056,"エラー"
2000048,2,1451,"フォロー数上限"
2000049,2,1452,"相手のフォロワー数上限"
2000050,2,1453,"継承エラー"
2000051,2,1501,"ミッション受取期限切れ"
2000052,2,1552,"プレゼント受取期限切れ"
2000053,2,1601,"アイテム交換期間外"
2000054,2,1602,"アイテム交換期間外"
2000055,2,1801,"ガチャ開催期間終了"
2000056,2,1806,"初回限定ガチャ利用済み"
2000057,2,1807,"キャンペーン期間外"
2000058,2,2503,"レンタル必要マニー変更"
2000059,2,2800,"集計期間中"
2000060,2,5001,"サークル再加入制限"
2000061,2,5002,"サークルメンバー数上限"
2000062,2,5003,"サークル申請数上限"
2000063,2,5004,"サークル申請数上限"
2000064,2,5005,"サークルメンバー数上限"
2000065,2,5006,"サークル所属エラー"
2000066,2,5007,"サークル所属エラー"
2000067,2,5008,"サークルエラー"
2000068,2,5009,"サークル所属エラー"
2000069,2,5011,"サークル申請エラー"
2000070,2,5012,"サークル勧誘エラー"
2000071,2,5014,"サークル所属エラー"
2000072,2,5015,"サークル操作エラー"
2000073,2,5016,"サークル操作エラー"
2000074,2,5017,"サークル操作エラー"
2000075,2,5020,"アイテムリクエストエラー"
2000076,2,5021,"アイテムリクエストエラー"
2000077,2,5023,"サークル操作エラー"
2000078,2,5024,"サークルメンバー数上限"
2000079,2,5025,"サークル操作エラー"
2000080,2,5026,"アイテムリクエストエラー"
1000001,1,101,"ただいまメンテナンス中です\n完了までしばらくお待ちください\n詳細については公式サイトのお知らせをご覧ください"
1000002,1,201,"しばらく操作されなかったため、\nタイトルに戻ります"
1000003,1,204,"新しいバージョンがあります\nストアからアップデートを行ってください"
1000004,1,207,"使用できない文字列が含まれています"
1000005,1,214,"新しいデータがあります\nタイトルに戻ります"
1000006,1,303,"購入時にエラーが発生しました\nエラーコード：303"
1000007,1,304,"今月の課金上限額に達しているため、購入できません"
1000008,1,306,"購入時にエラーが発生しました\nエラーコード：306"
1000009,1,308,"購入時にエラーが発生しました\nエラーコード：308"
1000010,1,309,"この生年月は設定できません"
1000011,1,310,"この誕生日は設定できません"
1000012,1,311,"購入回数制限に達しているため、これ以上購入できません"
1000013,1,312,"このセットは購入期間外です"
1000014,1,329,"今月の購入金額が￥100\[COMMA]000を超えます\n購入を続けますか？"
1000015,1,901,"この機能はメンテナンス中です"
1000016,1,902,"この機能はメンテナンス中です"
1000017,1,903,"この機能はメンテナンス中です"
1000018,1,904,"この機能はメンテナンス中です"
1000019,1,905,"この機能はメンテナンス中です"
1000020,1,906,"この機能はメンテナンス中です"
1000021,1,907,"この機能はメンテナンス中です"
1000022,1,908,"この機能はメンテナンス中です"
1000023,1,909,"この機能はメンテナンス中です"
1000024,1,910,"この機能はメンテナンス中です"
1000025,1,911,"この機能はメンテナンス中です"
1000026,1,912,"この機能はメンテナンス中です"
1000027,1,913,"この機能はメンテナンス中です"
1000028,1,914,"この機能はメンテナンス中です"
1000029,1,915,"この機能はメンテナンス中です"
1000030,1,916,"この機能はメンテナンス中です"
1000031,1,917,"この機能はメンテナンス中です"
1000032,1,918,"この機能はメンテナンス中です"
1000033,1,919,"この機能はメンテナンス中です"
1000034,1,920,"この機能はメンテナンス中です"
1000035,1,921,"この機能はメンテナンス中です"
1000036,1,922,"この機能はメンテナンス中です"
1000037,1,923,"この機能はメンテナンス中です"
1000038,1,924,"この機能はメンテナンス中です"
1000039,1,925,"この機能はメンテナンス中です"
1000040,1,926,"この機能はメンテナンス中です"
1000041,1,927,"この機能はメンテナンス中です"
1000042,1,928,"この機能はメンテナンス中です"
1000043,1,929,"この機能はメンテナンス中です"
1000044,1,930,"この機能はメンテナンス中です"
1000045,1,931,"この機能はメンテナンス中です"
1000046,1,932,"この機能はメンテナンス中です"
1000047,1,1056,"そのトレーナーIDは存在しません"
1000048,1,1451,"フォロー数が上限に達しています"
1000049,1,1452,"相手のフォロワー数が上限に達しています"
1000050,1,1453,"このトレーナーをフォローしていないため\n継承ウマ娘をレンタルできません\nタイトルに戻ります"
1000051,1,1501,"ミッション報酬の受け取り期限が過ぎています\nタイトルに戻ります"
1000052,1,1552,"プレゼント受け取り期限が過ぎているため、\n受け取れませんでした"
1000053,1,1601,"アイテム交換可能期間外のため、交換できませんでした"
1000054,1,1602,"限定セールのオープン時間を過ぎたため交換できません\nショップTOPに移動します"
1000055,1,1801,"ガチャの開催期間が終了しました\nホームに戻ります"
1000056,1,1806,"初回限定ガチャを既に引いているため、\nガチャを引くことができません\nホームに戻ります"
1000057,1,1807,"無料キャンペーン期間外のため、\nガチャを引くことができません\nホームに戻ります"
1000058,1,2503,"継承ウマ娘をレンタルしようとしているトレーナーと\n同じサークルメンバーでなくなったため、\nレンタル必要マニーに変更が発生しました\nタイトルに戻ります"
1000059,1,2800,"現在集計期間中です"
1000060,1,5001,"現在、サークルの設立や加入が制限されています"
1000061,1,5002,"サークルのメンバー数が上限に達しているため\n加入できませんでした"
1000062,1,5003,"すでにほかのサークルへ加入を申請しています\n複数のサークルへ申請することはできません\n申請の取り消しは「サークル」画面から\n行うことができます"
1000063,1,5004,"このサークルへの加入申請数が上限に達しているため\n申請できませんでした"
1000064,1,5005,"メンバー勧誘数が上限に達しているため\n勧誘できませんでした"
1000065,1,5006,"現在このサークルに所属していません\nタイトルに戻ります"
1000066,1,5007,"既にサークルに所属しています"
1000067,1,5008,"サークルのデータが取得できませんでした\nタイトルに戻ります"
1000068,1,5009,"現在このサークルに所属していません\nタイトルに戻ります"
1000069,1,5011,"このサークルには加入申請できません"
1000070,1,5012,"このユーザーは既に勧誘しています"
1000071,1,5014,"このユーザーはサークルに所属していません"
1000072,1,5015,"現在集計期間中のため、\nサークルを解散することはできません"
1000073,1,5016,"現在集計期間中のため、\nサークルに加入・脱退することはできません"
1000074,1,5017,"現在集計期間中のため、\nメンバーを勧誘することはできません"
1000075,1,5020,"アイテムリクエストを行えませんでした\nホームに戻ります"
1000076,1,5021,"アイテムを寄付できませんでした"
1000077,1,5023,"現在その操作を行うことはできません"
1000078,1,5024,"サークルのメンバー数が上限に達しているため\n勧誘できませんでした"
1000079,1,5025,"リクエストが取り消されたため、\nサークルの加入を行えませんでした"
1000080,1,5026,"アイテムを寄付できませんでした\nホームに戻ります"
13000001,13,20001,"「★3確定メイクデビューチケット」専用のガチャ"
13000002,13,20002,"「SSR確定メイクデビューチケット」専用のガチャ"
13000003,13,20003,"「★2以上確定メイクデビューチケット」専用のガチャ"
13000004,13,20004,"「SR以上確定メイクデビューチケット」専用のガチャ"
13000005,13,30002,"全ての育成ウマ娘にピースのおまけ付き！"
13000006,13,30003,"「10回引く！」はSR以上1枚確定！"
13000007,13,50001,"1回限定！有償ジュエルのみで引けるガチャ"
13000008,13,50002,"1回限定！有償ジュエルのみで引けるガチャ"
26000001,26,20001,"★3確定メイクデビューガチャ"
26000002,26,20002,"SSR確定メイクデビューガチャ"
26000003,26,20003,"★2以上確定メイクデビューガチャ"
26000004,26,20004,"SR以上確定メイクデビューガチャ"
26000005,26,30002,"プリティーダービーガチャ"
26000006,26,30003,"サポートカードガチャ"
26000007,26,50001,"★3確定スタートダッシュガチャ"
26000008,26,50002,"SSR確定スタートダッシュガチャ"
64000001,64,11,"ストーリー「{0}」で獲得した報酬です。"
64000002,64,19,"ウマ娘交換Ptで獲得したアイテムです。"
64000003,64,20,"提供期間を過ぎたウマ娘交換Ptを自動変換したアイテムです。"
64000004,64,22,"銀の女神像交換で獲得したアイテムです。"
64000005,64,23,"金の女神像交換で獲得したアイテムです。"
64000006,64,24,"虹の女神像交換で獲得したアイテムです。"
64000007,64,26,"交換で獲得したアイテムです。"
64000008,64,27,"{0}で獲得したアイテムです。"
64000009,64,28,"ホリデーレース予選{0}着で獲得した報酬です。"
64000010,64,29,"ホリデーレース本選{0}着で獲得した報酬です。"
64000011,64,30,"ホリデーレース予選{0}位のランキング報酬です。"
64000012,64,31,"ウマ娘応援投票で獲得した報酬です。"
64000013,64,32,"{0}月ファン数ランキング{1}位の報酬です。"
64000014,64,33,"優駿メダル交換で獲得したアイテムです。"
64000015,64,34,"育成GOODENDで獲得したアイテムです。"
64000016,64,35,"育成で獲得したアイテムです。"
64000017,64,36,"{0}で獲得したアイテムです。"
64000018,64,37,"{0}の{1}日目で獲得した報酬です。"
64000019,64,38,"{0}で受け取れていなかった日の報酬です。"
64000020,64,39,"{0}年{1}月のサークルランキング報酬です。"
64000021,64,40,"育成サポートで、{0}人サポートした報酬です。"
64000022,64,41,"アイテムリクエストで寄付されたアイテムです。"
64000023,64,42,"名鑑Lvアップの報酬です。"
64000024,64,43,"トロフィー獲得の報酬です。"
64000025,64,44,"チーム競技場のCLASS報酬です。"
64000026,64,45,"最高チーム評価点更新の報酬です。"
64000027,64,46,"親愛度ランクアップの報酬です。"
64000028,64,47,"代表ウマ娘をレンタルされた報酬です。（1日あたり上限100まで）"
